ID	Technology	Multi_Details	HG_Num	Type	METRIC.Precision	METRIC.Recall	METRIC.F1_Score	TRUTH.TP	TRUTH.FN	QUERY.TP	QUERY.FP	FP.gt	FP.al	challenge_cat
TZMTX	ILLUMINA	NA	2	SNVandINDEL	0.9889892429470266	0.8922350568390173	0.9381240434693253	19465	2351	19491	217	166	27	MHC
TZMTX	ILLUMINA	NA	3	SNVandINDEL	0.996531139245255	0.9912087602725425	0.9938628241490702	3802593	33726	3825121	13315	6171	863	All Benchmark Regions
TZMTX	ILLUMINA	NA	3	SNVandINDEL	0.969016359238681	0.9101430533053378	0.9386574678157125	250546	24736	250795	8019	2104	517	Difficult-to-Map Regions
TZMTX	ILLUMINA	NA	3	SNVandINDEL	0.9893554400078485	0.9409042030950489	0.9645217369430469	20125	1264	20169	217	129	46	MHC
TZMTX	ILLUMINA	NA	4	SNVandINDEL	0.9966184834172247	0.990539292643715	0.9935695891814036	3830462	36585	3853828	13076	6169	911	All Benchmark Regions
TZMTX	ILLUMINA	NA	4	SNVandINDEL	0.9692726047066083	0.9067900904275242	0.9369908533978782	254205	26130	254499	8068	2231	539	Difficult-to-Map Regions
TZMTX	ILLUMINA	NA	4	SNVandINDEL	0.9895593965431112	0.8853531731803513	0.9345604332996686	19754	2558	19809	209	135	45	MHC
K33QJ	ILLUMINA	NA	3	INDEL	0.994152	0.987136	0.990632	498336	6494	519323	3055	2420	258	All Benchmark Regions
K33QJ	ILLUMINA	NA	3	INDEL	0.985612	0.948516	0.966708	1566	85	1644	24	15	7	MHC
K33QJ	ILLUMINA	NA	3	INDEL	0.968863	0.901483	0.933959	14833	1621	15029	483	145	53	Difficult-to-Map Regions
K33QJ	ILLUMINA	NA	3	SNP	0.996898	0.991933	0.994409	3304614	26875	3306210	10287	3741	605	All Benchmark Regions
K33QJ	ILLUMINA	NA	3	SNP	0.989423	0.940014	0.964086	18554	1184	18521	198	117	41	MHC
K33QJ	ILLUMINA	NA	3	SNP	0.968902	0.910419	0.93875	235642	23186	235695	7565	1963	466	Difficult-to-Map Regions
K33QJ	ILLUMINA	NA	4	INDEL	0.994064	0.986407	0.990221	504488	6952	526321	3143	2505	257	All Benchmark Regions
K33QJ	ILLUMINA	NA	4	INDEL	0.986642	0.89792400000000006	0.940195	1557	177	1625	22	10	8	MHC
K33QJ	ILLUMINA	NA	4	INDEL	0.96799	0.89931	0.932387	14862	1664	15090	499	146	40	Difficult-to-Map Regions
K33QJ	ILLUMINA	NA	4	SNP	0.997025	0.991285	0.994147	3326337	29245	3327944	9930	3640	646	All Benchmark Regions
K33QJ	ILLUMINA	NA	4	SNP	0.989707	0.883759	0.933737	18186	2392	18173	189	127	36	MHC
K33QJ	ILLUMINA	NA	4	SNP	0.969297	0.907194	0.937218	239326	24483	239394	7583	2093	486	Difficult-to-Map Regions
K33QJ	ILLUMINA	NA	2	INDEL	0.99436	0.986656	0.990493	518384	7011	540396	3065	2416	270	All Benchmark Regions
K33QJ	ILLUMINA	NA	2	INDEL	0.985697	0.910457	0.946584	1515	149	1585	23	16	4	MHC
K33QJ	ILLUMINA	NA	2	INDEL	0.967608	0.902534	0.933939	15816	1708	16071	538	161	47	Difficult-to-Map Regions
K33QJ	ILLUMINA	NA	2	SNP	0.997328	0.992	0.994657	3338424	26923	3340150	8950	3294	662	All Benchmark Regions
K33QJ	ILLUMINA	NA	2	SNP	0.989503	0.890929	0.937632	17954	2198	17910	190	148	24	MHC
K33QJ	ILLUMINA	NA	2	SNP	0.969943	0.911578	0.939855	236488	22939	236540	7330	2057	504	Difficult-to-Map Regions
K33QJ	ILLUMINA	NA	2	SNVandINDEL	0.9969133431691886	0.9912782703145055	0.9940878210814453	3856808	33934	3880546	12015	5710	932	All Benchmark Regions
K33QJ	ILLUMINA	NA	2	SNVandINDEL	0.9697941100818108	0.911005918014378	0.9394812423884471	252304	24647	252611	7868	2218	551	Difficult-to-Map Regions
K33QJ	ILLUMINA	NA	2	SNVandINDEL	0.9891922062106758	0.8924184085075174	0.9383167032215997	19469	2347	19495	213	164	28	MHC
K33QJ	ILLUMINA	NA	3	SNVandINDEL	0.9965245026212106	0.9913018182273163	0.9939062995551844	3802950	33369	3825533	13342	6161	863	All Benchmark Regions
K33QJ	ILLUMINA	NA	3	SNVandINDEL	0.9688992626713864	0.9098851359696603	0.9384653587652988	250475	24807	250724	8048	2108	519	Difficult-to-Map Regions
K33QJ	ILLUMINA	NA	3	SNVandINDEL	0.9891107078039928	0.9406704380756463	0.9642826128775178	20120	1269	20165	222	132	48	MHC
K33QJ	ILLUMINA	NA	4	SNVandINDEL	0.9966196386248112	0.990639567088059	0.9936206052240473	3830825	36197	3854265	13073	6145	903	All Benchmark Regions
K33QJ	ILLUMINA	NA	4	SNVandINDEL	0.969219167752108	0.9067294486953109	0.9369335107963277	254188	26147	254484	8082	2239	526	Difficult-to-Map Regions
K33QJ	ILLUMINA	NA	4	SNVandINDEL	0.9894547453645859	0.884860164933668	0.9342390484834673	19743	2569	19798	211	137	44	MHC
NWQ6Y	ILLUMINA	NA	3	INDEL	0.994037	0.986758	0.990384	498145	6685	519116	3114	2494	264	All Benchmark Regions
NWQ6Y	ILLUMINA	NA	3	INDEL	0.984394	0.946093	0.964864	1562	89	1640	26	18	7	MHC
NWQ6Y	ILLUMINA	NA	3	INDEL	0.970256	0.901908	0.934835	14840	1614	15038	461	136	55	Difficult-to-Map Regions
NWQ6Y	ILLUMINA	NA	3	SNP	0.997139	0.991977	0.994551	3304761	26728	3306340	9487	3262	592	All Benchmark Regions
NWQ6Y	ILLUMINA	NA	3	SNP	0.990428	0.940014	0.964563	18554	1184	18521	179	109	37	MHC
NWQ6Y	ILLUMINA	NA	3	SNP	0.97025	0.910191	0.939262	235583	23245	235635	7225	1899	444	Difficult-to-Map Regions
NWQ6Y	ILLUMINA	NA	2	INDEL	0.994109	0.986243	0.99016	518167	7228	540163	3201	2569	272	All Benchmark Regions
NWQ6Y	ILLUMINA	NA	2	INDEL	0.98567	0.908654	0.945596	1512	152	1582	23	16	4	MHC
NWQ6Y	ILLUMINA	NA	2	INDEL	0.968579	0.903618	0.934971	15835	1689	16091	522	158	48	Difficult-to-Map Regions
NWQ6Y	ILLUMINA	NA	2	SNP	0.997469	0.991998	0.994726	3338416	26931	3340143	8474	3043	672	All Benchmark Regions
NWQ6Y	ILLUMINA	NA	2	SNP	0.989056	0.890135	0.936992	17938	2214	17894	198	153	27	MHC
NWQ6Y	ILLUMINA	NA	2	SNP	0.970928	0.911358	0.9402	236431	22996	236483	7081	2028	506	Difficult-to-Map Regions
NWQ6Y	ILLUMINA	NA	4	INDEL	0.993813	0.985985	0.989883	504272	7168	526063	3275	2668	255	All Benchmark Regions
NWQ6Y	ILLUMINA	NA	4	INDEL	0.986634	0.89677	0.939559	1555	179	1624	22	10	9	MHC
NWQ6Y	ILLUMINA	NA	4	INDEL	0.969862	0.899613	0.933418	14867	1659	15093	469	141	39	Difficult-to-Map Regions
NWQ6Y	ILLUMINA	NA	4	SNP	0.997221	0.991275	0.994239	3326304	29278	3327904	9274	3285	639	All Benchmark Regions
NWQ6Y	ILLUMINA	NA	4	SNP	0.989424	0.88269	0.933015	18164	2414	18150	194	129	38	MHC
NWQ6Y	ILLUMINA	NA	4	SNP	0.97030400000000006	0.906762	0.937458	239212	24597	239280	7323	2065	484	Difficult-to-Map Regions
NWQ6Y	ILLUMINA	NA	2	SNVandINDEL	0.9970002422930636	0.9912204407282724	0.9941019405050822	3856583	34159	3880306	11675	5612	944	All Benchmark Regions
NWQ6Y	ILLUMINA	NA	2	SNVandINDEL	0.9707775860279733	0.9108687096273348	0.9398694421604746	252266	24685	252574	7603	2186	554	Difficult-to-Map Regions
NWQ6Y	ILLUMINA	NA	2	SNVandINDEL	0.9887800172615119	0.8915474880821416	0.9376497851040095	19450	2366	19476	221	169	31	MHC
NWQ6Y	ILLUMINA	NA	3	SNVandINDEL	0.9967168283326694	0.9912903488995571	0.9939961825364534	3802906	33413	3825456	12601	5756	856	All Benchmark Regions
NWQ6Y	ILLUMINA	NA	3	SNVandINDEL	0.9702506976726183	0.9096962387660653	0.9389982166251634	250423	24859	250673	7686	2035	499	Difficult-to-Map Regions
NWQ6Y	ILLUMINA	NA	3	SNVandINDEL	0.9899342040655995	0.9404834260601244	0.9645754341282952	20116	1273	20161	205	127	44	MHC
NWQ6Y	ILLUMINA	NA	4	SNVandINDEL	0.9967544425006906	0.9905751764536121	0.9936552027847042	3830576	36446	3853967	12549	5953	894	All Benchmark Regions
NWQ6Y	ILLUMINA	NA	4	SNVandINDEL	0.9702782598745066	0.9063406281770026	0.9372202455813836	254079	26256	254373	7792	2206	523	Difficult-to-Map Regions
NWQ6Y	ILLUMINA	NA	4	SNVandINDEL	0.9891945972986493	0.8837845105772678	0.9335233472312512	19719	2593	19774	216	139	47	MHC
TG5TE	ILLUMINA	NA	2	INDEL	0.996187	0.992516	0.994348	521463	3932	543660	2081	1294	316	All Benchmark Regions
TG5TE	ILLUMINA	NA	2	INDEL	0.984375	0.904447	0.94272	1505	159	1575	25	17	5	MHC
TG5TE	ILLUMINA	NA	2	INDEL	0.965151	0.903846	0.933493	15839	1685	16091	581	173	47	Difficult-to-Map Regions
TG5TE	ILLUMINA	NA	2	SNP	0.997077	0.991976	0.99452	3338345	27002	3340063	9790	3667	737	All Benchmark Regions
TG5TE	ILLUMINA	NA	2	SNP	0.988828	0.884974	0.934023	17834	2318	17790	201	153	28	MHC
TG5TE	ILLUMINA	NA	2	SNP	0.967504	0.912264	0.939072	236666	22761	236722	7951	2252	567	Difficult-to-Map Regions
TG5TE	ILLUMINA	NA	4	INDEL	0.996245	0.992803	0.994521	507759	3681	529813	1997	1200	316	All Benchmark Regions
TG5TE	ILLUMINA	NA	4	INDEL	0.985375	0.892157	0.936452	1547	187	1617	24	11	9	MHC
TG5TE	ILLUMINA	NA	4	INDEL	0.965378	0.900762	0.931952	14886	1640	15113	542	156	46	Difficult-to-Map Regions
TG5TE	ILLUMINA	NA	4	SNP	0.996716	0.991336	0.994019	3326510	29072	3328114	10964	3955	717	All Benchmark Regions
TG5TE	ILLUMINA	NA	4	SNP	0.989198	0.877491	0.930002	18057	2521	18041	197	130	38	MHC
TG5TE	ILLUMINA	NA	4	SNP	0.966937	0.908331	0.936718	239626	24183	239695	8196	2201	562	Difficult-to-Map Regions
TG5TE	ILLUMINA	NA	3	INDEL	0.996018	0.992958	0.994485	501275	3555	522473	2089	1254	330	All Benchmark Regions
TG5TE	ILLUMINA	NA	3	INDEL	0.983122	0.940642	0.961413	1553	98	1631	28	20	6	MHC
TG5TE	ILLUMINA	NA	3	INDEL	0.965703	0.903306	0.933463	14863	1591	15064	535	154	62	Difficult-to-Map Regions
TG5TE	ILLUMINA	NA	3	SNP	0.996526	0.991915	0.994215	3304554	26935	3306160	11524	4189	712	All Benchmark Regions
TG5TE	ILLUMINA	NA	3	SNP	0.989388	0.936873	0.962415	18492	1246	18461	198	117	40	MHC
TG5TE	ILLUMINA	NA	3	SNP	0.96639	0.910856	0.937802	235755	23073	235807	8201	2156	544	Difficult-to-Map Regions
TG5TE	ILLUMINA	NA	2	SNVandINDEL	0.9969527111911559	0.9920493314642811	0.9944949773085997	3859808	30934	3883723	11871	4961	1053	All Benchmark Regions
TG5TE	ILLUMINA	NA	2	SNVandINDEL	0.9673534982494404	0.9117316781668959	0.9387193719675944	252505	24446	252813	8532	2425	614	Difficult-to-Map Regions
TG5TE	ILLUMINA	NA	2	SNVandINDEL	0.9884640906538716	0.8864594792812615	0.9346870209963511	19339	2477	19365	226	170	33	MHC
TG5TE	ILLUMINA	NA	3	SNVandINDEL	0.9964570201907946	0.9920522771959266	0.9942497702246313	3805829	30490	3828633	13613	5443	1042	All Benchmark Regions
TG5TE	ILLUMINA	NA	3	SNVandINDEL	0.9663491354239292	0.9104046032795461	0.9375430384094277	250618	24664	250871	8736	2310	606	Difficult-to-Map Regions
TG5TE	ILLUMINA	NA	3	SNVandINDEL	0.9888768579584605	0.9371639627846089	0.9623261822174735	20045	1344	20092	226	137	46	MHC
TG5TE	ILLUMINA	NA	4	SNVandINDEL	0.9966516726911241	0.9915301748994446	0.994084327381666	3834269	32753	3857927	12961	5155	1033	All Benchmark Regions
TG5TE	ILLUMINA	NA	4	SNVandINDEL	0.9668444977347408	0.9078852087680811	0.9364377335329267	254512	25823	254808	8738	2357	608	Difficult-to-Map Regions
TG5TE	ILLUMINA	NA	4	SNVandINDEL	0.9888827405805121	0.8786303334528505	0.9305020502217934	19604	2708	19658	221	141	47	MHC
YGOTK	MULTI	ILLUMINAPACBIO	2	INDEL	0.996459	0.991511	0.993979	520935	4460	543061	1930	1101	514	All Benchmark Regions
YGOTK	MULTI	ILLUMINAPACBIO	2	INDEL	0.98603	0.98738	0.986705	1643	21	1694	24	8	12	MHC
YGOTK	MULTI	ILLUMINAPACBIO	2	INDEL	0.97631	0.907898	0.940862	15910	1614	16155	392	115	69	Difficult-to-Map Regions
YGOTK	MULTI	ILLUMINAPACBIO	2	SNP	0.999136	0.997822	0.998478	3358018	7329	3359744	2907	1178	663	All Benchmark Regions
YGOTK	MULTI	ILLUMINAPACBIO	2	SNP	0.999454	0.999702	0.999578	20146	6	20139	11	4	3	MHC
YGOTK	MULTI	ILLUMINAPACBIO	2	SNP	0.994748	0.983105	0.988892	255044	4383	255126	1347	415	73	Difficult-to-Map Regions
YGOTK	MULTI	ILLUMINAPACBIO	3	INDEL	0.995991	0.991657	0.993819	500618	4212	521665	2100	1155	548	All Benchmark Regions
YGOTK	MULTI	ILLUMINAPACBIO	3	INDEL	0.9683	0.985463	0.976806	1627	24	1680	55	13	26	MHC
YGOTK	MULTI	ILLUMINAPACBIO	3	INDEL	0.974327	0.90519	0.938487	14894	1560	15067	397	118	91	Difficult-to-Map Regions
YGOTK	MULTI	ILLUMINAPACBIO	3	SNP	0.998601	0.99763	0.998115	3323593	7896	3325206	4659	1263	869	All Benchmark Regions
YGOTK	MULTI	ILLUMINAPACBIO	3	SNP	0.980524	0.994883	0.987651	19637	101	19635	390	52	192	MHC
YGOTK	MULTI	ILLUMINAPACBIO	3	SNP	0.992794	0.981184	0.986955	253958	4870	254049	1844	404	163	Difficult-to-Map Regions
YGOTK	MULTI	ILLUMINAPACBIO	4	INDEL	0.9962	0.991575	0.993882	507141	4309	529056	2018	1117	526	All Benchmark Regions
YGOTK	MULTI	ILLUMINAPACBIO	4	INDEL	0.971963	0.991349	0.98156	1719	15	1768	51	7	27	MHC
YGOTK	MULTI	ILLUMINAPACBIO	4	INDEL	0.974597	0.90288	0.937369	14921	1605	15116	394	112	85	Difficult-to-Map Regions
YGOTK	MULTI	ILLUMINAPACBIO	4	SNP	0.998747	0.997766	0.998256	3348099	7498	3349718	4204	1220	813	All Benchmark Regions
YGOTK	MULTI	ILLUMINAPACBIO	4	SNP	0.984109	0.998834	0.991417	20554	24	20560	332	11	136	MHC
YGOTK	MULTI	ILLUMINAPACBIO	4	SNP	0.993607	0.983465	0.98851	259447	4362	259556	1670	355	159	Difficult-to-Map Regions
YGOTK	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9987621691035157	0.9969699867017654	0.9978652732060405	3878953	11789	3902805	4837	2279	1177	All Benchmark Regions
YGOTK	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9936305032598345	0.9783463500763673	0.9859291954103555	270954	5997	271281	1739	530	142	Difficult-to-Map Regions
YGOTK	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9983994878361075	0.9987623762376238	0.9985808990680827	21789	27	21833	35	12	15	MHC
YGOTK	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9982460692905131	0.9968438495338892	0.9975444666473819	3824211	12108	3846871	6759	2418	1417	All Benchmark Regions
YGOTK	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9917415065762077	0.9766421342477896	0.9841339071475355	268852	6430	269116	2241	522	254	Difficult-to-Map Regions
YGOTK	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9795496323529411	0.9941558745149376	0.9867987072985478	21264	125	21315	445	65	218	MHC
YGOTK	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9983984539495021	0.9969467658396705	0.9976720818159492	3855240	11807	3878774	6222	2337	1339	All Benchmark Regions
YGOTK	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9925416281221091	0.97871475199315106	0.9855796975060235	274368	5967	274672	2064	467	244	Difficult-to-Map Regions
YGOTK	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9831359253225309	0.9982520616708498	0.9906363325086353	22273	39	22328	383	18	163	MHC
32LOW	MULTI	ILLUMINAPACBIO	4	INDEL	0.995596	0.992635	0.994113	507683	3767	529411	2342	1149	816	All Benchmark Regions
32LOW	MULTI	ILLUMINAPACBIO	4	INDEL	0.971963	0.991349	0.98156	1719	15	1768	51	7	27	MHC
32LOW	MULTI	ILLUMINAPACBIO	4	INDEL	0.973375	0.902941	0.936836	14922	1604	15099	413	112	102	Difficult-to-Map Regions
32LOW	MULTI	ILLUMINAPACBIO	4	SNP	0.99875100000000006	0.997755	0.998253	3348065	7532	3349830	4188	1232	785	All Benchmark Regions
32LOW	MULTI	ILLUMINAPACBIO	4	SNP	0.984109	0.998834	0.991417	20554	24	20560	332	11	136	MHC
32LOW	MULTI	ILLUMINAPACBIO	4	SNP	0.993623	0.983439	0.988505	259440	4369	259578	1666	359	151	Difficult-to-Map Regions
32LOW	MULTI	ILLUMINAPACBIO	2	INDEL	0.996073	0.992644	0.994355	521530	3865	543536	2143	1104	724	All Benchmark Regions
32LOW	MULTI	ILLUMINAPACBIO	2	INDEL	0.98603	0.98738	0.986705	1643	21	1694	24	8	12	MHC
32LOW	MULTI	ILLUMINAPACBIO	2	INDEL	0.975955	0.908069	0.940789	15913	1611	16154	398	113	77	Difficult-to-Map Regions
32LOW	MULTI	ILLUMINAPACBIO	2	SNP	0.999125	0.997804	0.998464	3357957	7390	3359773	2944	1181	697	All Benchmark Regions
32LOW	MULTI	ILLUMINAPACBIO	2	SNP	0.999454	0.999702	0.999578	20146	6	20139	11	4	3	MHC
32LOW	MULTI	ILLUMINAPACBIO	2	SNP	0.994686	0.983074	0.988846	255036	4391	255127	1363	416	88	Difficult-to-Map Regions
32LOW	MULTI	ILLUMINAPACBIO	3	INDEL	0.995547	0.992661	0.994102	501125	3705	522032	2335	1185	755	All Benchmark Regions
32LOW	MULTI	ILLUMINAPACBIO	3	INDEL	0.9683	0.985463	0.976806	1627	24	1680	55	13	26	MHC
32LOW	MULTI	ILLUMINAPACBIO	3	INDEL	0.973616	0.905129	0.938125	14893	1561	15056	408	118	100	Difficult-to-Map Regions
32LOW	MULTI	ILLUMINAPACBIO	3	SNP	0.998594	0.997612	0.998103	3323533	7956	3325223	4681	1275	879	All Benchmark Regions
32LOW	MULTI	ILLUMINAPACBIO	3	SNP	0.980524	0.994883	0.987651	19637	101	19635	390	52	192	MHC
32LOW	MULTI	ILLUMINAPACBIO	3	SNP	0.992786	0.981154	0.986936	253950	4878	254057	1846	404	165	Difficult-to-Map Regions
32LOW	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9986984430441542	0.9971072355864254	0.9979022049997348	3879487	11255	3903309	5087	2285	1421	All Benchmark Regions
32LOW	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9935504427890215	0.9783282963412301	0.9858806150033265	270949	6002	271281	1761	529	165	Difficult-to-Map Regions
32LOW	MULTI	ILLUMINAPACBIO	2	SNVandINDEL	0.9983994878361075	0.9987623762376238	0.9985808990680827	21789	27	21833	35	12	15	MHC
32LOW	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9981796817089406	0.9969603674772614	0.9975696520059244	3824658	11661	3847255	7016	2460	1634	All Benchmark Regions
32LOW	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9916939053016763	0.9766094405010135	0.984093871577477	268843	6439	269113	2254	522	265	Difficult-to-Map Regions
32LOW	MULTI	ILLUMINAPACBIO	3	SNVandINDEL	0.9795496323529411	0.9941558745149376	0.9867987072985478	21264	125	21315	445	65	218	MHC
32LOW	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9983195098218604	0.9970781322285455	0.997698434882036	3855748	11299	3879241	6530	2381	1601	All Benchmark Regions
32LOW	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9924879677405368	0.9786933490288405	0.9855423899925874	274362	5973	274677	2079	471	253	Difficult-to-Map Regions
32LOW	MULTI	ILLUMINAPACBIO	4	SNVandINDEL	0.9831359253225309	0.9982520616708498	0.9906363325086353	22273	39	22328	383	18	163	MHC
R9CXN	ILLUMINA	NA	3	INDEL	0.996523	0.993192	0.994855	501393	3437	522509	1823	1148	296	All Benchmark Regions
R9CXN	ILLUMINA	NA	3	INDEL	0.988017	0.949122	0.968179	1567	84	1649	20	15	3	MHC
R9CXN	ILLUMINA	NA	3	INDEL	0.977027	0.905069	0.939672	14892	1562	15098	355	120	49	Difficult-to-Map Regions
R9CXN	ILLUMINA	NA	3	SNP	0.997876	0.992696	0.995279	3307155	24334	3308734	7043	2008	606	All Benchmark Regions
R9CXN	ILLUMINA	NA	3	SNP	0.992206	0.956632	0.974094	18882	856	18841	148	101	30	MHC
R9CXN	ILLUMINA	NA	3	SNP	0.97801	0.912622	0.944185	236212	22616	236251	5312	1695	395	Difficult-to-Map Regions
R9CXN	ILLUMINA	NA	2	INDEL	0.996908	0.993005	0.994953	521720	3675	543873	1687	1096	279	All Benchmark Regions
R9CXN	ILLUMINA	NA	2	INDEL	0.983282	0.911659	0.946117	1517	147	1588	27	20	5	MHC
R9CXN	ILLUMINA	NA	2	INDEL	0.977802	0.907955	0.941585	15911	1613	16166	367	117	40	Difficult-to-Map Regions
R9CXN	ILLUMINA	NA	2	SNP	0.998367	0.992609	0.99548	3340473	24874	3342190	5467	1927	562	All Benchmark Regions
R9CXN	ILLUMINA	NA	2	SNP	0.989071	0.900506	0.942713	18147	2005	18100	200	173	15	MHC
R9CXN	ILLUMINA	NA	2	SNP	0.98056	0.914778	0.946527	237318	22109	237372	4706	1596	396	Difficult-to-Map Regions
R9CXN	ILLUMINA	NA	4	INDEL	0.996616	0.992908	0.994759	507823	3627	529784	1799	1130	312	All Benchmark Regions
R9CXN	ILLUMINA	NA	4	INDEL	0.979592	0.900807	0.938549	1562	172	1632	34	20	12	MHC
R9CXN	ILLUMINA	NA	4	INDEL	0.97716	0.90288	0.938553	14921	1605	15145	354	111	48	Difficult-to-Map Regions
R9CXN	ILLUMINA	NA	4	SNP	0.99793	0.992059	0.994986	3328951	26646	3330542	6910	2190	637	All Benchmark Regions
R9CXN	ILLUMINA	NA	4	SNP	0.989855	0.901983	0.943878	18561	2017	18539	190	143	33	MHC
R9CXN	ILLUMINA	NA	4	SNP	0.977757	0.909867	0.942591	240031	23778	240099	5462	1843	451	Difficult-to-Map Regions
R9CXN	ILLUMINA	NA	2	SNVandINDEL	0.9981624450936076	0.9926623250783526	0.9954047874006801	3862193	28549	3886063	7154	3023	841	All Benchmark Regions
R9CXN	ILLUMINA	NA	2	SNVandINDEL	0.9803836650413169	0.9143458590147716	0.9462139402961212	253229	23722	253538	5073	1713	436	Difficult-to-Map Regions
R9CXN	ILLUMINA	NA	2	SNVandINDEL	0.9886015566156163	0.9013568023469014	0.9429654718481482	19664	2152	19688	227	193	20	MHC
R9CXN	ILLUMINA	NA	3	SNVandINDEL	0.9976912113692606	0.9927610295181396	0.9952200146219714	3808548	27771	3831243	8866	3156	902	All Benchmark Regions
R9CXN	ILLUMINA	NA	3	SNVandINDEL	0.9779507890559342	0.9121700656054519	0.9439157641291318	251104	24178	251349	5667	1815	444	Difficult-to-Map Regions
R9CXN	ILLUMINA	NA	3	SNVandINDEL	0.991867557362765	0.9560521763523306	0.9736306075213647	20449	940	20490	168	116	33	MHC
R9CXN	ILLUMINA	NA	4	SNVandINDEL	0.9977490511199821	0.9921715458850126	0.9949524819683369	3836774	30273	3860326	8709	3320	949	All Benchmark Regions
R9CXN	ILLUMINA	NA	4	SNVandINDEL	0.9777215965678389	0.9094547594841885	0.9423534335808377	254952	25383	255244	5816	1954	499	Difficult-to-Map Regions
R9CXN	ILLUMINA	NA	4	SNVandINDEL	0.9890169159107625	0.9018913589100036	0.9434469372770471	20123	2189	20171	224	163	45	MHC
M9KLP	ILLUMINA	NA	4	INDEL	0.996214	0.993122	0.994666	507932	3518	530011	2014	1126	418	All Benchmark Regions
M9KLP	ILLUMINA	NA	4	INDEL	0.881879	0.963668	0.920961	1671	63	1859	249	16	118	MHC
M9KLP	ILLUMINA	NA	4	INDEL	0.975224	0.90288	0.937659	14921	1605	15154	385	113	61	Difficult-to-Map Regions
M9KLP	ILLUMINA	NA	4	SNP	0.99731	0.992512	0.994905	3330470	25127	3331928	8987	2138	1746	All Benchmark Regions
M9KLP	ILLUMINA	NA	4	SNP	0.897846	0.975799	0.935201	20080	498	19925	2267	91	1142	MHC
M9KLP	ILLUMINA	NA	4	SNP	0.976364	0.910185	0.942114	240115	23694	240171	5814	1846	656	Difficult-to-Map Regions
M9KLP	ILLUMINA	NA	3	INDEL	0.99607	0.993251	0.994659	501423	3407	522655	2062	1155	410	All Benchmark Regions
M9KLP	ILLUMINA	NA	3	INDEL	0.873905	0.967293	0.91823	1597	54	1795	259	22	117	MHC
M9KLP	ILLUMINA	NA	3	INDEL	0.975339	0.905069	0.938891	14892	1562	15108	382	124	65	Difficult-to-Map Regions
M9KLP	ILLUMINA	NA	3	SNP	0.997226	0.992777	0.994997	3307427	24062	3308886	9205	2119	1618	All Benchmark Regions
M9KLP	ILLUMINA	NA	3	SNP	0.891565	0.970412	0.929319	19154	584	18993	2310	212	1042	MHC
M9KLP	ILLUMINA	NA	3	SNP	0.976658	0.912795	0.943648	236257	22571	236282	5647	1727	563	Difficult-to-Map Regions
M9KLP	ILLUMINA	NA	2	INDEL	0.996874	0.993196	0.995032	521820	3575	544086	1706	1084	291	All Benchmark Regions
M9KLP	ILLUMINA	NA	2	INDEL	0.975095	0.971755	0.973422	1617	47	1801	46	8	17	MHC
M9KLP	ILLUMINA	NA	2	INDEL	0.977532	0.908525	0.941766	15921	1603	16185	372	118	41	Difficult-to-Map Regions
M9KLP	ILLUMINA	NA	2	SNP	0.998298	0.993068	0.995676	3342019	23328	3343617	5702	1851	686	All Benchmark Regions
M9KLP	ILLUMINA	NA	2	SNP	0.978209	0.977223	0.977716	19693	459	19527	435	97	139	MHC
M9KLP	ILLUMINA	NA	2	SNP	0.980131	0.915178	0.946542	237422	22005	237470	4814	1615	439	Difficult-to-Map Regions
M9KLP	ILLUMINA	NA	2	SNVandINDEL	0.9980981286541	0.9930853806291962	0.9955854449161395	3863839	26903	3887703	7408	2935	977	All Benchmark Regions
M9KLP	ILLUMINA	NA	2	SNVandINDEL	0.9799645342121225	0.9147574841759012	0.946238955580563	253343	23608	253655	5186	1733	480	Difficult-to-Map Regions
M9KLP	ILLUMINA	NA	2	SNVandINDEL	0.9779448851391628	0.9768060139347268	0.9773751177740535	21310	506	21328	481	105	156	MHC
M9KLP	ILLUMINA	NA	3	SNVandINDEL	0.9970680294201532	0.9928397508132144	0.994949397863285	3808850	27469	3831541	11267	3274	2028	All Benchmark Regions
M9KLP	ILLUMINA	NA	3	SNVandINDEL	0.9765790403971735	0.9123335343393321	0.943363731496734	251149	24133	251390	6029	1851	628	Difficult-to-Map Regions
M9KLP	ILLUMINA	NA	3	SNVandINDEL	0.890011559703729	0.9701715835242415	0.9283644219399605	20751	638	20788	2569	234	1159	MHC
