Participant(s)	Technology	Multi_Details	Submission_Name	Type	challenge_cat	FP.al	FP.gt	METRIC.F1_Score	METRIC.Precision	METRIC.Recall	QUERY.FP	QUERY.TP	TRUTH.FN	TRUTH.TP
Genetalks	ILLUMINA	NA	Illumina-bwaalt-deepvariant(Genetalks)	INDEL	MHC	7	15	0.948850424	0.984247855	0.916078787	26	1624	135	1550
Genetalks	ILLUMINA	NA	Illumina-bwaalt-deepvariant(Genetalks)	SNP	All Benchmark Regions	714	4070	0.994116995	0.996620995	0.991625458	11241	3317119	27983	3315514
Genetalks	ILLUMINA	NA	Illumina-bwaalt-deepvariant(Genetalks)	SNP	Difficult-to-Map Regions	553	2178	0.937259843	0.966663461	0.909592624	8198	237743	23621	237683
Genetalks	ILLUMINA	NA	Illumina-bwaalt-deepvariant(Genetalks)	SNP	MHC	39	123	0.946069699	0.989292995	0.906695994	197	18250	1772	18273
Genetalks	ILLUMINA	NA	Illumina-bwaalt-deepvariant(Genetalks)	SNVandINDEL	All Benchmark Regions	1037	5297	0.994167045	0.996554342	0.991791192	13283	3843252	31601	3820023
Genetalks	ILLUMINA	NA	Illumina-bwaalt-deepvariant(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	607	2333	0.936990223	0.966596785	0.909144033	8737	252832	25237	252557
Genetalks	ILLUMINA	NA	Illumina-bwaalt-deepvariant(Genetalks)	SNVandINDEL	MHC	46	139	0.946280342	0.988879799	0.907425306	223	19874	1908	19823
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v1(Genetalks)	INDEL	All Benchmark Regions	537	1136	0.9938505	0.996095495	0.991615999	2059	525348	4260	503869
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v1(Genetalks)	INDEL	Difficult-to-Map Regions	88	115	0.937927833	0.974461991	0.904034262	395	15091	1582	14907
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v1(Genetalks)	INDEL	MHC	26	10	0.979180115	0.970129771	0.988401619	53	1723	19	1672
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v1(Genetalks)	SNP	All Benchmark Regions	841	1241	0.998185498	0.998673997	0.997697998	4426	3337439	7694	3335823
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v1(Genetalks)	SNP	Difficult-to-Map Regions	161	379	0.987732194	0.993200417	0.982323838	1755	256788	4609	256688
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v1(Genetalks)	SNP	MHC	162	24	0.989532208	0.982314865	0.996856543	360	20092	49	20090
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v1(Genetalks)	SNVandINDEL	All Benchmark Regions	1377	2377	0.997608272	0.998322259	0.996895306	6485	3862790	11957	3839694
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v1(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	249	494	0.984856537	0.992141487	0.977677894	2151	271880	6194	271596
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v1(Genetalks)	SNVandINDEL	MHC	189	34	0.988715658	0.981341141	0.996201863	413	21816	70	21763
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v2(Genetalks)	INDEL	All Benchmark Regions	785	1167	0.9941075	0.9955715	0.992648	2338	525709	3736	504393
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v2(Genetalks)	INDEL	Difficult-to-Map Regions	101	115	0.937480278	0.973495493	0.904034338	410	15077	1582	14907
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v2(Genetalks)	INDEL	MHC	26	10	0.979180115	0.970129771	0.988401619	53	1723	19	1672
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v2(Genetalks)	SNP	All Benchmark Regions	831	1253	0.998177997	0.998672497	0.997683497	4428	3337504	7741	3335776
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v2(Genetalks)	SNP	Difficult-to-Map Regions	158	381	0.987720188	0.993204412	0.982295836	1754	256803	4616	256680
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v2(Genetalks)	SNP	MHC	162	24	0.989532208	0.982314865	0.996856543	360	20092	49	20090
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v2(Genetalks)	SNVandINDEL	All Benchmark Regions	1617	2420	0.997634041	0.998249593	0.997019248	6769	3863215	11479	3840172
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v2(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	259	496	0.984817864	0.992090857	0.97765084	2165	271881	6202	271588
Genetalks	MULTI	ILLUMINAPACBIO	Illumina-Pacbio-asmMHC v2(Genetalks)	SNVandINDEL	MHC	189	34	0.988715658	0.981341141	0.996201863	413	21816	70	21763
Genetalks	ILLUMINA	NA	Ilumina-bwa-dvnm(Genetalks)	INDEL	All Benchmark Regions	304	1139	0.994806999	0.996569499	0.99304999	1811	526134	3531	504598
Genetalks	ILLUMINA	NA	Ilumina-bwa-dvnm(Genetalks)	INDEL	Difficult-to-Map Regions	48	115	0.939112333	0.977093498	0.903973837	354	15121	1583	14906
Genetalks	ILLUMINA	NA	Ilumina-bwa-dvnm(Genetalks)	INDEL	MHC	6	17	0.953248883	0.983795481	0.924648983	26	1640	120	1564
Genetalks	ILLUMINA	NA	Ilumina-bwa-dvnm(Genetalks)	SNP	All Benchmark Regions	621	2097	0.995132489	0.997903	0.992377449	6976	3319620	25464	3318035
Genetalks	ILLUMINA	NA	Ilumina-bwa-dvnm(Genetalks)	SNP	Difficult-to-Map Regions	422	1767	0.943387663	0.977883492	0.911243459	5386	238167	23190	238114
Genetalks	ILLUMINA	NA	Ilumina-bwa-dvnm(Genetalks)	SNP	MHC	31	120	0.958866986	0.991029803	0.928905701	168	18689	1314	18721
Genetalks	ILLUMINA	NA	Ilumina-bwa-dvnm(Genetalks)	SNVandINDEL	All Benchmark Regions	925	3237	0.995086239	0.997720131	0.992466244	8787	3845757	28995	3822635
Genetalks	ILLUMINA	NA	Ilumina-bwa-dvnm(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	471	1883	0.943134275	0.977836186	0.910811401	5741	253289	24773	253021
Genetalks	ILLUMINA	NA	Ilumina-bwa-dvnm(Genetalks)	SNVandINDEL	MHC	39	138	0.958419957	0.990441211	0.928576974	194	20330	1434	20285
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-dvnm-gatkMHC(Genetalks)	INDEL	All Benchmark Regions	414	1140	0.9946625	0.996141997	0.993186498	2038	526320	3462	504667
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-dvnm-gatkMHC(Genetalks)	INDEL	Difficult-to-Map Regions	63	118	0.938274798	0.975281498	0.903973837	383	15131	1583	14906
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-dvnm-gatkMHC(Genetalks)	INDEL	MHC	117	19	0.919594486	0.877882946	0.965478799	254	1827	58	1634
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-dvnm-gatkMHC(Genetalks)	SNP	All Benchmark Regions	1681	2128	0.994950999	0.997267999	0.992644491	9095	3320387	24589	3318929
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-dvnm-gatkMHC(Genetalks)	SNP	Difficult-to-Map Regions	608	1786	0.942880688	0.976510989	0.911489066	5730	238219	23126	238178
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-dvnm-gatkMHC(Genetalks)	SNP	MHC	1091	139	0.932255361	0.894699988	0.973101772	2288	19453	539	19612
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-dvnm-gatkMHC(Genetalks)	SNVandINDEL	All Benchmark Regions	2095	3269	0.994910093	0.997113775	0.992716137	11133	3846710	28051	3823597
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-dvnm-gatkMHC(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	671	1904	0.942607397	0.976437825	0.911043055	6113	253350	24709	253085
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-dvnm-gatkMHC(Genetalks)	SNVandINDEL	MHC	1208	158	0.93118623	0.893230412	0.97251126	2542	21280	598	21245
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-gatk(Genetalks)	INDEL	All Benchmark Regions	479	2102	0.990564994	0.990906994	0.990223494	4812	524412	4967	503162
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-gatk(Genetalks)	INDEL	Difficult-to-Map Regions	188	229	0.895817149	0.892775888	0.898879339	1808	15057	1667	14822
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-gatk(Genetalks)	INDEL	MHC	97	27	0.914815413	0.880963037	0.951386837	241	1787	82	1610
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-gatk(Genetalks)	SNP	All Benchmark Regions	3424	4065	0.990764484	0.989636473	0.991895492	34731	3317224	27095	3316423
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-gatk(Genetalks)	SNP	Difficult-to-Map Regions	2150	3241	0.902357976	0.89968877	0.905042838	26360	236488	24811	236494
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-gatk(Genetalks)	SNP	MHC	894	172	0.926570329	0.900518956	0.954188841	2106	19089	922	19230
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-gatk(Genetalks)	SNVandINDEL	All Benchmark Regions	3904	6167	0.990741255	0.989809372	0.991674898	39543	3841639	32062	3819587
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-gatk(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	2340	3470	0.901966058	0.899271491	0.904677154	28169	251546	26479	251317
Genetalks	ILLUMINA	NA	Ilumina-bwaalt-gatk(Genetalks)	SNVandINDEL	MHC	991	199	0.925563469	0.898811467	0.953971266	2348	20877	1003	20840
Genetalks	PACBIO	NA	Pacbio-bwaalt-deepvariant(Genetalks)	INDEL	All Benchmark Regions	1371	4037	0.986464792	0.988132898	0.984803649	6259	521521	7710	500407
Genetalks	PACBIO	NA	Pacbio-bwaalt-deepvariant(Genetalks)	INDEL	Difficult-to-Map Regions	39	36	0.975457066	0.966548736	0.984531874	568	16414	254	16235
Genetalks	PACBIO	NA	Pacbio-bwaalt-deepvariant(Genetalks)	INDEL	MHC	19	14	0.941825656	0.978940999	0.907480703	35	1627	154	1535
Genetalks	PACBIO	NA	Pacbio-bwaalt-deepvariant(Genetalks)	SNP	All Benchmark Regions	835	998	0.997368499	0.996951999	0.997784491	10206	3338902	7393	3336114
Genetalks	PACBIO	NA	Pacbio-bwaalt-deepvariant(Genetalks)	SNP	Difficult-to-Map Regions	520	414	0.976862194	0.968424733	0.985448151	8399	257675	3796	257504
Genetalks	PACBIO	NA	Pacbio-bwaalt-deepvariant(Genetalks)	SNP	MHC	27	95	0.947522204	0.992194525	0.906825941	142	18247	1815	18276
Genetalks	PACBIO	NA	Pacbio-bwaalt-deepvariant(Genetalks)	SNVandINDEL	All Benchmark Regions	2206	5034	0.995911568	0.995751362	0.996071836	16471	3860424	15103	3836522
Genetalks	PACBIO	NA	Pacbio-bwaalt-deepvariant(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	559	450	0.976777919	0.968311665	0.985393529	8967	274089	4050	273739
Genetalks	PACBIO	NA	Pacbio-bwaalt-deepvariant(Genetalks)	SNVandINDEL	MHC	46	110	0.947054732	0.991096321	0.906881247	178	19874	1969	19811
Genetalks	PACBIO	NA	Pacbio-bwaalt-dvMHC(Genetalks)	INDEL	All Benchmark Regions	1396	4043	0.986466822	0.988003409	0.984934706	6329	521600	7645	500474
Genetalks	PACBIO	NA	Pacbio-bwaalt-dvMHC(Genetalks)	INDEL	Difficult-to-Map Regions	40	37	0.975400304	0.966378917	0.984592183	571	16415	253	16236
Genetalks	PACBIO	NA	Pacbio-bwaalt-dvMHC(Genetalks)	INDEL	MHC	44	21	0.944252143	0.94184247	0.946675353	104	1706	90	1602
Genetalks	PACBIO	NA	Pacbio-bwaalt-dvMHC(Genetalks)	SNP	All Benchmark Regions	1151	980	0.997436496	0.996739493	0.998133498	10918	3340072	6238	3337280
Genetalks	PACBIO	NA	Pacbio-bwaalt-dvMHC(Genetalks)	SNP	Difficult-to-Map Regions	525	423	0.976876144	0.968329674	0.985574112	8426	257711	3763	257537
Genetalks	PACBIO	NA	Pacbio-bwaalt-dvMHC(Genetalks)	SNP	MHC	339	61	0.960832316	0.957309953	0.964382278	832	19411	695	19436
Genetalks	PACBIO	NA	Pacbio-bwaalt-dvMHC(Genetalks)	SNVandINDEL	All Benchmark Regions	2548	5026	0.995971067	0.995550577	0.996391915	17258	3861673	13896	3837755
Genetalks	PACBIO	NA	Pacbio-bwaalt-dvMHC(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	566	460	0.976787276	0.968212374	0.985515422	8997	274126	4016	273773
Genetalks	PACBIO	NA	Pacbio-bwaalt-dvMHC(Genetalks)	SNVandINDEL	MHC	383	86	0.959512512	0.956041803	0.963010589	937	21117	786	21038
Genetalks	PACBIO	NA	Pacbio-mm2-deepvariant(Genetalks)	INDEL	All Benchmark Regions	2543	4080	0.986199267	0.986931863	0.985467645	7058	533458	7372	500745
Genetalks	PACBIO	NA	Pacbio-mm2-deepvariant(Genetalks)	INDEL	Difficult-to-Map Regions	75	36	0.986428157	0.988086104	0.984776706	204	16965	251	16239
Genetalks	PACBIO	NA	Pacbio-mm2-deepvariant(Genetalks)	INDEL	MHC	24	12	0.961813764	0.977995454	0.946207439	38	1731	86	1601
Genetalks	PACBIO	NA	Pacbio-mm2-deepvariant(Genetalks)	SNP	All Benchmark Regions	656	1177	0.9983865	0.998851999	0.997921498	3830	3335707	6945	3336572
Genetalks	PACBIO	NA	Pacbio-mm2-deepvariant(Genetalks)	SNP	Difficult-to-Map Regions	84	325	0.988565769	0.993879455	0.983308443	1580	256926	4353	256946
Genetalks	PACBIO	NA	Pacbio-mm2-deepvariant(Genetalks)	SNP	MHC	24	39	0.973888322	0.995507759	0.953277732	85	19165	853	19212
Genetalks	PACBIO	NA	Pacbio-mm2-deepvariant(Genetalks)	SNVandINDEL	All Benchmark Regions	3200	5259	0.996734515	0.997191039	0.996278414	10898	3869166	14318	3837318
Genetalks	PACBIO	NA	Pacbio-mm2-deepvariant(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	159	361	0.988431199	0.993518357	0.983395996	1784	273891	4604	273185
Genetalks	PACBIO	NA	Pacbio-mm2-deepvariant(Genetalks)	SNVandINDEL	MHC	49	53	0.972898418	0.99403188	0.952730334	124	20896	939	20813
Genetalks	PACBIO	NA	Pacbio-mm2dv-asmmhc(Genetalks)	INDEL	All Benchmark Regions	2545	4078	0.986257297	0.986905873	0.985609204	7072	533451	7302	500817
Genetalks	PACBIO	NA	Pacbio-mm2dv-asmmhc(Genetalks)	INDEL	Difficult-to-Map Regions	77	37	0.986283051	0.987703523	0.984867077	210	16953	249	16240
Genetalks	PACBIO	NA	Pacbio-mm2dv-asmmhc(Genetalks)	INDEL	MHC	26	10	0.979180115	0.970129771	0.988401619	53	1723	19	1672
Genetalks	PACBIO	NA	Pacbio-mm2dv-asmmhc(Genetalks)	SNP	All Benchmark Regions	795	1164	0.998477498	0.998769998	0.998185498	4103	3336637	6064	3337454
Genetalks	PACBIO	NA	Pacbio-mm2dv-asmmhc(Genetalks)	SNP	Difficult-to-Map Regions	146	328	0.988413178	0.993456411	0.983420309	1689	256961	4321	256975
Genetalks	PACBIO	NA	Pacbio-mm2dv-asmmhc(Genetalks)	SNP	MHC	162	24	0.989532208	0.982314865	0.996856543	360	20092	49	20090
Genetalks	PACBIO	NA	Pacbio-mm2dv-asmmhc(Genetalks)	SNVandINDEL	All Benchmark Regions	3341	5246	0.996821681	0.997117534	0.996526003	11187	3870090	13379	3838272
Genetalks	PACBIO	NA	Pacbio-mm2dv-asmmhc(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	223	365	0.988278864	0.993098052	0.983506344	1899	273914	4571	273216
Genetalks	PACBIO	NA	Pacbio-mm2dv-asmmhc(Genetalks)	SNVandINDEL	MHC	189	34	0.988715658	0.981341141	0.996201863	413	21816	70	21763
Genetalks	PACBIO	NA	Pacbio-mm2SNP-bwaINDEL-asmMHC(Genetalks)	INDEL	All Benchmark Regions	1774	5167	0.982955351	0.985187928	0.980732747	7807	519434	9783	498339
Genetalks	PACBIO	NA	Pacbio-mm2SNP-bwaINDEL-asmMHC(Genetalks)	INDEL	Difficult-to-Map Regions	73	50	0.972521194	0.963617932	0.981590406	618	16370	303	16186
Genetalks	PACBIO	NA	Pacbio-mm2SNP-bwaINDEL-asmMHC(Genetalks)	INDEL	MHC	26	10	0.979180115	0.970129771	0.988401619	53	1723	19	1672
Genetalks	PACBIO	NA	Pacbio-mm2SNP-bwaINDEL-asmMHC(Genetalks)	SNP	All Benchmark Regions	596	1182	0.998220999	0.998801499	0.997640499	4001	3336700	7888	3335632
Genetalks	PACBIO	NA	Pacbio-mm2SNP-bwaINDEL-asmMHC(Genetalks)	SNP	Difficult-to-Map Regions	137	379	0.987786184	0.993290908	0.982341332	1731	256806	4604	256692
Genetalks	PACBIO	NA	Pacbio-mm2SNP-bwaINDEL-asmMHC(Genetalks)	SNP	MHC	162	24	0.989532208	0.982314865	0.996856543	360	20092	49	20090
Genetalks	PACBIO	NA	Pacbio-mm2SNP-bwaINDEL-asmMHC(Genetalks)	SNVandINDEL	All Benchmark Regions	2371	6350	0.996177183	0.996945768	0.995409782	11813	3856135	17678	3833972
Genetalks	PACBIO	NA	Pacbio-mm2SNP-bwaINDEL-asmMHC(Genetalks)	SNVandINDEL	Difficult-to-Map Regions	210	429	0.98685755	0.991461105	0.982296668	2349	273176	4907	272879
Genetalks	PACBIO	NA	Pacbio-mm2SNP-bwaINDEL-asmMHC(Genetalks)	SNVandINDEL	MHC	189	34	0.988715658	0.981341141	0.996201863	413	21816	70	21763
Wang Genomics Lab	ONT	NA	ONT NanoCaller Clair Medaka Ensemble	INDEL	All Benchmark Regions	53001	19137	0.551069881	0.668061956	0.468960009	120575	243279	269772	238292
Wang Genomics Lab	ONT	NA	ONT NanoCaller Clair Medaka Ensemble	INDEL	Difficult-to-Map Regions	952	319	0.726877996	0.755970042	0.700017963	3732	11571	4945	11544
Wang Genomics Lab	ONT	NA	ONT NanoCaller Clair Medaka Ensemble	INDEL	MHC	189	63	0.716365559	0.777774015	0.66395519	328	1151	568	1123
Wang Genomics Lab	ONT	NA	ONT NanoCaller Clair Medaka Ensemble	SNP	All Benchmark Regions	5765	2045	0.992057976	0.992998486	0.991119464	23360	3314169	29679	3313829
Wang Genomics Lab	ONT	NA	ONT NanoCaller Clair Medaka Ensemble	SNP	Difficult-to-Map Regions	778	589	0.97530646	0.959726845	0.991400976	10864	259165	2246	259060
Wang Genomics Lab	ONT	NA	ONT NanoCaller Clair Medaka Ensemble	SNP	MHC	68	33	0.991833175	0.994395915	0.989283784	112	19928	215	19938
Wang Genomics Lab	ONT	NA	ONT NanoCaller Clair Medaka Ensemble	SNVandINDEL	All Benchmark Regions	58766	21183	0.941236494	0.961033316	0.922239106	144022	3557476	299482	3552144
Wang Genomics Lab	ONT	NA	ONT NanoCaller Clair Medaka Ensemble	SNVandINDEL	Difficult-to-Map Regions	1732	908	0.961279887	0.948785882	0.974109073	14597	270737	7192	270605
Wang Genomics Lab	ONT	NA	ONT NanoCaller Clair Medaka Ensemble	SNVandINDEL	MHC	258	96	0.971731423	0.979497902	0.964087147	440	21079	784	21061
Wang Genomics Lab	PACBIO	NA	PacBio NanoCaller	INDEL	All Benchmark Regions	26856	86561	0.416079499	0.503862674	0.354346987	179283	182077	328075	180054
Wang Genomics Lab	PACBIO	NA	PacBio NanoCaller	INDEL	Difficult-to-Map Regions	533	2605	0.466208048	0.537244965	0.411764689	5811	6747	9700	6790
Wang Genomics Lab	PACBIO	NA	PacBio NanoCaller	INDEL	MHC	175	327	0.450703048	0.510632909	0.403401659	658	692	1007	683
Wang Genomics Lab	PACBIO	NA	PacBio NanoCaller	SNP	All Benchmark Regions	2705	1756	0.996780994	0.996831485	0.996730499	10579	3333086	10931	3332589
Wang Genomics Lab	PACBIO	NA	PacBio NanoCaller	SNP	Difficult-to-Map Regions	538	385	0.983347434	0.978487254	0.988256	5677	258362	3069	258238
Wang Genomics Lab	PACBIO	NA	PacBio NanoCaller	SNP	MHC	68	33	0.983762377	0.994378933	0.97337528	111	19612	527	19617
Wang Genomics Lab	PACBIO	NA	PacBio NanoCaller	SNVandINDEL	All Benchmark Regions	29567	88317	0.930003906	0.948750694	0.911983656	189880	3515164	339007	3512644
Wang Genomics Lab	PACBIO	NA	PacBio NanoCaller	SNVandINDEL	Difficult-to-Map Regions	1074	2991	0.956238727	0.958451855	0.954035872	11492	265110	12769	265029
Wang Genomics Lab	PACBIO	NA	PacBio NanoCaller	SNVandINDEL	MHC	244	361	0.946027037	0.963354877	0.929319008	770	20307	1543	20302
Roche Sequencing Solutions	ILLUMINA	NA	RN-Illumina	INDEL	All Benchmark Regions	832	1576	0.991137493	0.994748999	0.987551481	2761	523073	6324	501804
Roche Sequencing Solutions	ILLUMINA	NA	RN-Illumina	INDEL	Difficult-to-Map Regions	85	146	0.931044665	0.974428379	0.89136007	390	14861	1791	14698
Roche Sequencing Solutions	ILLUMINA	NA	RN-Illumina	INDEL	MHC	21	18	0.954154762	0.97453947	0.934619027	42	1642	109	1581
Roche Sequencing Solutions	ILLUMINA	NA	RN-Illumina	SNP	All Benchmark Regions	755	1831	0.995188996	0.998236999	0.992159478	5859	3318352	26205	3317307
Roche Sequencing Solutions	ILLUMINA	NA	RN-Illumina	SNP	Difficult-to-Map Regions	460	1571	0.943462209	0.981045498	0.908652382	4589	237542	23866	237437
Roche Sequencing Solutions	ILLUMINA	NA	RN-Illumina	SNP	MHC	19	57	0.976972662	0.99549736	0.959133859	87	19310	813	19330
Roche Sequencing Solutions	ILLUMINA	NA	RN-Illumina	SNVandINDEL	All Benchmark Regions	1587	3407	0.994646496	0.99776061	0.991551773	8621	3841427	32530	3819113
Roche Sequencing Solutions	ILLUMINA	NA	RN-Illumina	SNVandINDEL	Difficult-to-Map Regions	545	1717	0.942727364	0.98065321	0.907626401	4979	252403	25658	252136
Roche Sequencing Solutions	ILLUMINA	NA	RN-Illumina	SNVandINDEL	MHC	41	75	0.975180748	0.99382179	0.95723502	129	20952	922	20911
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIO	RN-Illumina-PacBio	INDEL	All Benchmark Regions	641	775	0.996380985	0.996142475	0.996618492	2042	528139	1717	506411
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIO	RN-Illumina-PacBio	INDEL	Difficult-to-Map Regions	45	40	0.985008962	0.985208407	0.984809493	247	16450	250	16239
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIO	RN-Illumina-PacBio	INDEL	MHC	30	12	0.968849809	0.97546676	0.962328271	44	1747	63	1628
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIO	RN-Illumina-PacBio	SNP	All Benchmark Regions	208	343	0.9992925	0.999556	0.9990285	1483	3341274	3249	3340272
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIO	RN-Illumina-PacBio	SNP	Difficult-to-Map Regions	70	282	0.993735927	0.996483932	0.991003423	909	259003	2349	258956
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIO	RN-Illumina-PacBio	SNP	MHC	14	17	0.989082807	0.998280462	0.980055532	33	19683	394	19752
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIO	RN-Illumina-PacBio	SNVandINDEL	All Benchmark Regions	849	1118	0.998899416	0.999088618	0.998710286	3529	3869416	4966	3846685
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIO	RN-Illumina-PacBio	SNVandINDEL	Difficult-to-Map Regions	116	323	0.993212993	0.995803574	0.990635857	1157	275453	2599	275196
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIO	RN-Illumina-PacBio	SNVandINDEL	MHC	45	29	0.987450347	0.996380856	0.978681901	77	21430	457	21380
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIOONT	RN-Illumina-PacBio-ONT	INDEL	All Benchmark Regions	641	839	0.996116981	0.995958966	0.996274491	2138	527938	1892	506236
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIOONT	RN-Illumina-PacBio-ONT	INDEL	Difficult-to-Map Regions	51	34	0.983972	0.983924963	0.984019969	268	16433	263	16226
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIOONT	RN-Illumina-PacBio-ONT	INDEL	MHC	31	11	0.967700018	0.974625317	0.960875012	44	1743	65	1626
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIOONT	RN-Illumina-PacBio-ONT	SNP	All Benchmark Regions	188	301	0.999348496	0.999626499	0.999070991	1236	3341409	3075	3340415
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIOONT	RN-Illumina-PacBio-ONT	SNP	Difficult-to-Map Regions	51	232	0.99511589	0.997225831	0.993014436	706	259534	1823	259481
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIOONT	RN-Illumina-PacBio-ONT	SNP	MHC	14	19	0.990807961	0.998234976	0.983492703	35	19748	326	19821
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIOONT	RN-Illumina-PacBio-ONT	SNVandINDEL	All Benchmark Regions	830	1141	0.998913005	0.999124229	0.998701872	3391	3869350	4986	3846652
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIOONT	RN-Illumina-PacBio-ONT	SNVandINDEL	Difficult-to-Map Regions	102	266	0.994448603	0.996424272	0.992480761	979	275967	2087	275708
Roche Sequencing Solutions	MULTI	ILLUMINAPACBIOONT	RN-Illumina-PacBio-ONT	SNVandINDEL	MHC	45	30	0.988956001	0.996280488	0.981740665	79	21492	391	21447
Roche Sequencing Solutions	PACBIO	NA	RN-PacBio	INDEL	All Benchmark Regions	5106	7819	0.969751755	0.96839032	0.971117179	16767	513769	14671	493453
Roche Sequencing Solutions	PACBIO	NA	RN-PacBio	INDEL	Difficult-to-Map Regions	115	59	0.978540958	0.980100912	0.976985987	331	16302	379	16110
Roche Sequencing Solutions	PACBIO	NA	RN-PacBio	INDEL	MHC	43	19	0.945246518	0.96308529	0.928064346	63	1642	121	1570
Roche Sequencing Solutions	PACBIO	NA	RN-PacBio	SNP	All Benchmark Regions	730	756	0.99878	0.999105	0.998455	2991	3339521	5165	3338356
Roche Sequencing Solutions	PACBIO	NA	RN-PacBio	SNP	Difficult-to-Map Regions	143	326	0.992335854	0.995113909	0.989573286	1265	258661	2719	258582
Roche Sequencing Solutions	PACBIO	NA	RN-PacBio	SNP	MHC	16	51	0.984112653	0.996361494	0.97216429	71	19567	556	19593
Roche Sequencing Solutions	PACBIO	NA	RN-PacBio	SNVandINDEL	All Benchmark Regions	5836	8575	0.994872954	0.99489746	0.99484845	19759	3853291	19836	3831810
Roche Sequencing Solutions	PACBIO	NA	RN-PacBio	SNVandINDEL	Difficult-to-Map Regions	259	385	0.991511623	0.994211357	0.988826525	1597	274963	3099	274693
Roche Sequencing Solutions	PACBIO	NA	RN-PacBio	SNVandINDEL	MHC	59	70	0.981065294	0.993703536	0.9687479	134	21209	677	21163
YUI27	ILLUMINA	NA	YUI27	INDEL	All Benchmark Regions	421	4581	0.986144	0.986586	0.985703	7135	524767	7312	504138
YUI27	ILLUMINA	NA	YUI27	INDEL	Difficult-to-Map Regions	176	253	0.895043	0.894709	0.895377	1771	15049	1729	14797
YUI27	ILLUMINA	NA	YUI27	INDEL	MHC	127	15	0.919891	0.87896	0.964821	256	1859	61	1673
